Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11874039,2020-06-09 00:01:01,2020-05-31 00:24:57,9856042,2976524684,9856042,302,1580,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11874/SRR11874039/SRR11874039.lite.1,SRX8423706,sig-ABA-12h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735137,SAMN15009925,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_10,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,74EDB11BA8298370D935FB7052A27CAB,2C345921BBEB5D1156C40C953C9EDDA6
SRR11874038,2020-06-09 00:01:01,2020-05-31 00:16:45,9935445,3000504390,9935445,302,1556,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/874/SRR11874038/SRR11874038.lite.1,SRX8423707,sig-ABA-12h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735138,SAMN15009926,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_11,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,78BD7B7300619BAF76999E7F1917F8C8,441D58328B09CB996B422DCFD3989979
SRR11874037,2020-06-09 00:01:01,2020-05-31 00:10:37,9330570,2817832140,9330570,302,1458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11874/SRR11874037/SRR11874037.lite.1,SRX8423708,sig-ABA-12h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735139,SAMN15009927,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_12,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,D5EC4FDA398826B8033F8AE2D6CD681A,7B9FE31B1296239BE5B456C1E843E7B4
SRR11874035,2020-06-09 00:01:01,2020-05-31 01:20:58,9123346,2755250492,9123346,302,1453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11874/SRR11874035/SRR11874035.lite.1,SRX8423710,sig-ABA-24h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735141,SAMN15009928,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_13,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,9A1BF70C4564C5A52524082BDBC19C9F,EAC1B239AEC652206CBCB6239E35ED21
SRR11874034,2020-06-09 00:01:01,2020-05-31 00:15:59,8171772,2467875144,8171772,302,1302,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11874/SRR11874034/SRR11874034.lite.1,SRX8423711,sig-ABA-24h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735142,SAMN15009929,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_14,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,0E722E36AF676B24F4DA312E9C63EE2E,7A761798D164F8523DA3DE8887F4926C
SRR11874033,2020-06-09 00:01:01,2020-05-31 00:25:15,8191343,2473785586,8191343,302,1299,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/874/SRR11874033/SRR11874033.lite.1,SRX8423712,sig-ABA-24h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735143,SAMN15009930,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_15,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,705574E929812136E28097E42DE74420,EB132F1CB1B1424C980666613522AA69
SRR11874041,2020-06-09 00:01:01,2020-05-31 00:15:49,7917132,2390973864,7917132,302,1242,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11874/SRR11874041/SRR11874041.lite.1,SRX8423704,sig-ABA-6h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735135,SAMN15009923,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_8,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,0F5391FB90DDDDAD28B22157893748B1,0C5BD66EB1901A03846A7A7A8EE9413C
SRR11874040,2020-06-09 00:01:01,2020-05-30 23:56:16,9386918,2834849236,9386918,302,1484,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11874/SRR11874040/SRR11874040.lite.1,SRX8423705,sig-ABA-6h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735136,SAMN15009924,simple,4072,Capsicum annuum,Capsicum annuum treated with ABA_9,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,FC73E35DC3395D3589763B79B23BEBB0,125C260E391D8ACD77BE00C213B37AC4
SRR11874032,2020-06-09 00:01:01,2020-05-31 00:25:07,8836162,2668520924,8836162,302,1321,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11874/SRR11874032/SRR11874032.lite.1,SRX8423713,sig-ET-1h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735144,SAMN15009931,simple,4072,Capsicum annuum,Capsicum annuum treated with ET_1,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,A2117787C6873D7696518CDE327D6262,C01131029CC7358D85019CBD71341F5F
SRR11874022,2020-06-09 00:01:01,2020-05-31 00:29:28,9054293,2734396486,9054293,302,1363,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11874/SRR11874022/SRR11874022.lite.1,SRX8423723,sig-ET-12h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP265260,PRJNA634831,,634831,SRS6735154,SAMN15009940,simple,4072,Capsicum annuum,Capsicum annuum treated with ET_10,,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1079387,,public,5F0EE9F28E08EFA952992277F6CE0CD8,E8D2310432F922A4F9DA3B7B6FA559F2
