Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR24267995,2023-05-19 22:01:13,2023-04-23 00:16:23,22619315,6754517770,22619315,298,2035,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267995/SRR24267995.lite.1,SRX20063776,S0-1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401662,SAMN34314228,simple,4072,Capsicum annuum,A198-1,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,94A08486FDD66756753177ECA6959861,07AFF0278D1B76AD553FC5F59CF0404B
SRR24267994,2023-05-19 22:01:13,2023-04-23 00:16:26,21957667,6554159150,21957667,298,1954,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267994/SRR24267994.lite.1,SRX20063777,S0-2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401663,SAMN34314229,simple,4072,Capsicum annuum,A198-2,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,FDDAE1A153559795FBF16BDAE1485D7B,7F74C963A3D8D4B7D085B6297C3767A0
SRR24267985,2023-05-19 22:01:13,2023-04-23 00:20:24,20594610,6152999410,20594610,298,1861,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267985/SRR24267985.lite.1,SRX20063786,S0-3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401671,SAMN34314230,simple,4072,Capsicum annuum,A198-3,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,745D92ABA5A82CB0F5944CDC5CEE98D2,A0FC91FFB47676FAB3E76B22AFFBCB7E
SRR24267984,2023-05-19 22:01:13,2023-04-23 00:20:14,20796273,6195342284,20796273,297,1870,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267984/SRR24267984.lite.1,SRX20063787,S1-1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401673,SAMN34314231,simple,4072,Capsicum annuum,A198-4,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,3C35156924F11253792F0B2E8D29C49E,0176C9688F96CA590C1AFA577D3417E6
SRR24267983,2023-05-19 22:01:13,2023-04-23 00:36:10,20726513,6181767298,20726513,298,1872,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267983/SRR24267983.lite.1,SRX20063788,S1-2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401674,SAMN34314232,simple,4072,Capsicum annuum,A198-5,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,0375D0B8B10E899473D34527A0847578,7F48391DBC501BDF3AA41B822FE147FC
SRR24267982,2023-05-19 22:01:13,2023-04-23 00:25:47,23850691,7120616896,23850691,298,2138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267982/SRR24267982.lite.1,SRX20063789,S1-3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401675,SAMN34314233,simple,4072,Capsicum annuum,A198-6,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,8CEE31F7B4A79EC1D11B2CA694E83A0B,3E11500FE4B0DAB1765EE5044631EDA8
SRR24267981,2023-05-19 22:01:13,2023-04-23 00:24:55,22221951,6635600828,22221951,298,1987,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267981/SRR24267981.lite.1,SRX20063790,S2-1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401676,SAMN34314234,simple,4072,Capsicum annuum,A198-7,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,2CB03316D7F89E8CB70AC361EE2A514B,9E575D709AF47CCD8111BA24C38540DF
SRR24267980,2023-05-19 22:01:13,2023-04-23 00:39:42,22318051,6656744954,22318051,298,2002,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267980/SRR24267980.lite.1,SRX20063791,S2-2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401677,SAMN34314235,simple,4072,Capsicum annuum,A198-8,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,18AE1AF6BD9E3F0A158B508FD50CAFCD,1B336364D55FF16DC887CC523748A99B
SRR24267979,2023-05-19 22:01:13,2023-04-23 00:23:37,22691565,6773708736,22691565,298,2031,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267979/SRR24267979.lite.1,SRX20063792,S2-3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401679,SAMN34314236,simple,4072,Capsicum annuum,A198-9,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,B73895076FBA71DE8C694F4B93F7569B,E84E39E98F5B29DF6C6634846FB0AEC4
SRR24267978,2023-05-19 22:01:13,2023-04-23 00:16:16,24413903,7266525930,24413903,297,2179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267978/SRR24267978.lite.1,SRX20063793,T0-1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401678,SAMN34314237,simple,4072,Capsicum annuum,A204-1,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,1154ABFE49905356C98CE2F42B7D182B,004039A4E0EE3A293A0BC2998F94C929
SRR24267993,2023-05-19 22:01:13,2023-04-23 00:16:07,19421700,5799236190,19421700,298,1738,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267993/SRR24267993.lite.1,SRX20063778,T0-2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401664,SAMN34314238,simple,4072,Capsicum annuum,A204-2,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,460012F0DA88EC55CA71B3628E8A4159,61325B8BF2986F0E61F432E063F873B4
SRR24267992,2023-05-19 22:01:13,2023-04-23 00:33:59,25206854,7530561622,25206854,298,2235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267992/SRR24267992.lite.1,SRX20063779,T0-3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401665,SAMN34314239,simple,4072,Capsicum annuum,A204-3,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,EC45EF5F44E0D3707B8B0D99C9EEDB9A,BF02266FE5DB2ECAD9B4FD7E4BA7AEBA
SRR24267991,2023-05-19 22:01:13,2023-04-23 00:24:27,19613846,5853988804,19613846,298,1742,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267991/SRR24267991.lite.1,SRX20063780,T1-1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401666,SAMN34314240,simple,4072,Capsicum annuum,A204-4,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,70D838BE55E67D2E693326BFFA1CCEF7,9FC0915FE71C15F827A80AF8879008A8
SRR24267990,2023-05-19 22:01:13,2023-04-23 00:20:10,21179112,6318230100,21179112,298,1894,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24267/SRR24267990/SRR24267990.lite.1,SRX20063781,T1-2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP433936,PRJNA960669,,960669,SRS17401667,SAMN34314241,simple,4072,Capsicum annuum,A204-5,,,,,,,no,,,,,JIANGXI ACADEMY OF AGRICULTURAL SCIENCES,SRA1625870,,public,3FAAAE1D959A1CA7B13B94C086E85B38,C0CA6B97F45A236FBC6347F6F1CC6671
