Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR19604999,2022-08-23 14:11:43,2022-06-09 23:00:28,16726449,5017934700,16726449,300,1969,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19604/SRR19604999/SRR19604999.lite.1,SRX15657831,Ca-C12h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356671,SAMN18229846,simple,4072,Capsicum annuum,Ca-C12h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,CCB475958D95665EA0CF8C804A3C1D63,53832D45647D06F4EC5D7978DBB98DFE
SRR19605003,2022-08-23 14:11:43,2022-06-09 23:01:03,19080173,5724051900,19080173,300,2278,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19605/SRR19605003/SRR19605003.lite.1,SRX15657829,Ca-C12h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356668,SAMN18229848,simple,4072,Capsicum annuum,Ca-C12h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,BAD9E064D5B1C39473A791FD9BDBDEA6,8F7667F7634047FAB96E33DC28E198A8
SRR19605035,2022-08-23 14:11:42,2022-06-09 22:51:25,14645662,4393698600,14645662,300,1749,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605035/SRR19605035.lite.1,SRX15657813,Ca-C12h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356653,SAMN18229850,simple,4072,Capsicum annuum,Ca-C12h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,CC8AE8E3CB7E7349F0697310BFE91943,E2EBAE5F6C58DBC290CFB73C59F2DECF
SRR19605001,2022-08-23 14:11:43,2022-06-09 22:53:40,17399457,5219837100,17399457,300,2084,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605001/SRR19605001.lite.1,SRX15657830,Ca-C24h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356669,SAMN18229847,simple,4072,Capsicum annuum,Ca-C24h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,1AC395FD79DFEE938872E7A0817F0AA1,72C14B7E3B18AF25EC71B1C47AEF82C2
SRR19605013,2022-08-23 14:11:43,2022-06-09 22:53:25,16815034,5044510200,16815034,300,2060,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605013/SRR19605013.lite.1,SRX15657824,Ca-C24h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356663,SAMN18229849,simple,4072,Capsicum annuum,Ca-C24h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,C7B6D4FF0C1B62F29D2EB68FFA586322,1A36FDDBE585CA63EDFADF2E78F1A31E
SRR19605037,2022-08-23 14:11:42,2022-06-09 22:51:44,16008450,4802535000,16008450,300,1889,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605037/SRR19605037.lite.1,SRX15657812,Ca-C24h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1000,SRP379388,PRJNA713806,,713806,SRS13356651,SAMN18229851,simple,4072,Capsicum annuum,Ca-C24h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,5A7D49E6DF715E3CB882060D6C7CC68D,D791C31CFE52A4EC0C8F76CBC443DA5B
SRR19605005,2022-08-23 14:11:43,2022-06-09 22:55:38,20164654,6049396200,20164654,300,2424,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605005/SRR19605005.lite.1,SRX15657828,Ca-Na12h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356667,SAMN18229828,simple,4072,Capsicum annuum,Ca-Na12h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,45C0934F00CC8F3499CD81DE979D40F0,3A04EC70B98F57602A19E3A5615D711A
SRR19605009,2022-08-23 14:11:43,2022-06-09 22:55:42,18489246,5546773800,18489246,300,2192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19605/SRR19605009/SRR19605009.lite.1,SRX15657826,Ca-Na12h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356665,SAMN18229830,simple,4072,Capsicum annuum,Ca-Na12h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,DA39CD9C40102E74B7F836308AC40520,DF2F2549CBFC74BDD1E614A4B1F7ACEB
SRR19605015,2022-08-23 14:11:43,2022-06-09 22:59:08,21922403,6576720900,21922403,300,2608,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19605/SRR19605015/SRR19605015.lite.1,SRX15657823,Ca-Na12h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356662,SAMN18229832,simple,4072,Capsicum annuum,Ca-Na12h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,9894EE47F1823FC7C46C655F5E4A5064,88CB86AA5C745E9705F85780139EEC9B
SRR19605007,2022-08-23 14:11:43,2022-06-09 22:54:29,17938800,5381640000,17938800,300,2154,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605007/SRR19605007.lite.1,SRX15657827,Ca-Na24h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356666,SAMN18229829,simple,4072,Capsicum annuum,Ca-Na24h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,0A6F8D51632DD376EB206A3A0133C280,7FBF069C36F2889EAEED2AD55655CD19
SRR19605011,2022-08-23 14:11:43,2022-06-09 22:58:04,14914628,4474388400,14914628,300,1797,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605011/SRR19605011.lite.1,SRX15657825,Ca-Na24h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356664,SAMN18229831,simple,4072,Capsicum annuum,Ca-Na24h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,33CE48998BE70BF8170267E55AA68259,80C7613FA5C00489A44CFFBBA8E83504
SRR19605017,2022-08-23 14:11:43,2022-06-09 22:56:01,14275179,4282553700,14275179,300,1718,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605017/SRR19605017.lite.1,SRX15657822,Ca-Na24h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356661,SAMN18229833,simple,4072,Capsicum annuum,Ca-Na24h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,B31627C5DF7DAEBB9A206D4888D5E13B,05567D9138AE39FDDDE35D930847859B
SRR19605027,2022-08-23 14:11:43,2022-06-09 22:53:37,16161414,4848424200,16161414,300,1933,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19605/SRR19605027/SRR19605027.lite.1,SRX15657817,Ca-NaPC12h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356656,SAMN18229838,simple,4072,Capsicum annuum,Ca-NaPC12h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,623AC5F478455D2928B748D96CD8F709,39655067948FA984B07CDA2CCDF860CB
SRR19605029,2022-08-23 14:11:43,2022-06-09 22:56:17,17449858,5234957400,17449858,300,2086,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605029/SRR19605029.lite.1,SRX15657816,Ca-NaPC24h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356654,SAMN18229839,simple,4072,Capsicum annuum,Ca-NaPC24h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,88E1BE60FE0980D942DF6ED6E654AA98,E597EAD537EE944E05ED2AD6FCD2113D
SRR19605019,2022-08-23 14:11:43,2022-06-09 22:53:33,15802148,4740644400,15802148,300,1891,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19605/SRR19605019/SRR19605019.lite.1,SRX15657821,Ca-NaPc12h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356660,SAMN18229834,simple,4072,Capsicum annuum,Ca-NaPc12h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,BCC4ABA65A6832ADA8D5519C959BDDD1,E7ABBBA4A58065DDFC8226FC6C931EF5
SRR19605023,2022-08-23 14:11:43,2022-06-09 22:54:31,15838890,4751667000,15838890,300,1901,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605023/SRR19605023.lite.1,SRX15657819,Ca-NaPc12h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356657,SAMN18229836,simple,4072,Capsicum annuum,Ca-NaPc12h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,B724742BBB1C44B76CBAF543579EB929,806DC9E009848342904D0BD50B6BD166
SRR19605021,2022-08-23 14:11:43,2022-06-09 22:54:54,16759334,5027800200,16759334,300,1990,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19605/SRR19605021/SRR19605021.lite.1,SRX15657820,Ca-NaPc24h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356659,SAMN18229835,simple,4072,Capsicum annuum,Ca-NaPc24h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,83FC9DD7938411309E8C234DBDDA0EB2,D61A0B986FD2B9372F03078982394041
SRR19605025,2022-08-23 14:11:43,2022-06-09 22:59:13,19834705,5950411500,19834705,300,2380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19605/SRR19605025/SRR19605025.lite.1,SRX15657818,Ca-NaPc24h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356658,SAMN18229837,simple,4072,Capsicum annuum,Ca-NaPc24h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,B98123011F89B1B377FF5C8497398DC3,6DEBF96C5E06A4F3F90B8D81988CA7EB
SRR19605031,2022-08-23 14:11:43,2022-06-09 22:53:41,16693975,5008192500,16693975,300,1997,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19605/SRR19605031/SRR19605031.lite.1,SRX15657815,Ca-Pc12h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356655,SAMN18229840,simple,4072,Capsicum annuum,Ca-Pc12h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,A15A90F6B7BD86A9B523AA15BAB1CCD4,439B99619D97B7524BBB7198C7CC5A83
SRR19604991,2022-08-23 14:11:43,2022-06-09 22:52:49,13541291,4062387300,13541291,300,1608,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19604/SRR19604991/SRR19604991.lite.1,SRX15657835,Ca-Pc12h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356674,SAMN18229842,simple,4072,Capsicum annuum,Ca-Pc12h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,271268649A5E8875FEE382207A322AB3,918590612466BCC903E6AB38D10FC795
SRR19604995,2022-08-23 14:11:43,2022-06-09 22:55:07,19797267,5939180100,19797267,300,2372,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19604/SRR19604995/SRR19604995.lite.1,SRX15657833,Ca-Pc12h3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356672,SAMN18229844,simple,4072,Capsicum annuum,Ca-Pc12h3,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,6133EEE09E2988D74E76419B2C94C9BA,2979BF4406637ABF4224DA958DD77388
SRR19605033,2022-08-23 14:11:43,2022-06-09 22:55:00,17177061,5153118300,17177061,300,2037,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19605/SRR19605033/SRR19605033.lite.1,SRX15657814,Ca-Pc24h1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356652,SAMN18229841,simple,4072,Capsicum annuum,Ca-Pc24h1,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,651A0797587DFA4C81E8FC4086F7BF8F,FA5157EDC92484F384DC79CD3883F581
SRR19604993,2022-08-23 14:11:43,2022-06-09 22:55:49,19112002,5733600600,19112002,300,2270,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19604/SRR19604993/SRR19604993.lite.1,SRX15657834,Ca-Pc24h2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP379388,PRJNA713806,,713806,SRS13356673,SAMN18229843,simple,4072,Capsicum annuum,Ca-Pc24h2,,,,,,,no,,,,,COLEGIO DE POSGRADUADOS,SRA1434702,,public,336847D36DD002124A92696DED5F5494,DABA7F16DE1E81D048FA448EE0418DB6
